"id","title","abstract","publication_year","topics","topic_ids","primary_topic","concepts"
"W4210947478","Efficient Fake News Detection Mechanism Using Enhanced Deep Learning Model","The spreading of accidental or malicious misinformation on social media, specifically in critical situations, such as real-world emergencies, can have negative consequences for society. This facilitates the spread of rumors on social media. On social media, users share and exchange the latest information with many readers, including a large volume of new information every second. However, updated news sharing on social media is not always true.In this study, we focus on the challenges of numerous breaking-news rumors propagating on social media networks rather than long-lasting rumors. We propose new social-based and content-based features to detect rumors on social media networks. Furthermore, our findings show that our proposed features are more helpful in classifying rumors compared with state-of-the-art baseline features. Moreover, we apply bidirectional LSTM-RNN on text for rumor prediction. This model is simple but effective for rumor detection. The majority of early rumor detection research focuses on long-running rumors and assumes that rumors are always false. In contrast, our experiments on rumor detection are conducted on real-world scenario data set. The results of the experiments demonstrate that our proposed features and different machine learning models perform best when compared to the state-of-the-art baseline features and classifier in terms of precision, recall, and F1 measures.","2022","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Media Influence and Politics""]","[""T11147"", ""T11644"", ""T13718""]","Misinformation and Its Impacts","[""Rumor"", ""Misinformation"", ""Computer science"", ""Social media"", ""Fake news"", ""Baseline (sea)"", ""Classifier (UML)"", ""Artificial intelligence"", ""Internet privacy"", ""Machine learning"", ""Computer security"", ""World Wide Web"", ""Political science"", ""Law"", ""Public relations""]"
"W3041367289","Multimodal fake news detection using a Cultural Algorithm with situational and normative knowledge","The proliferation of fake news on social media sites is a serious problem with documented negative impacts on individuals and organizations. A fake news item is usually created by manipulating photos, text, or videos that indicate the need for multimodal detection. Researchers are building detection algorithms with an aim for high accuracy as this will have a massive impact on the prevailing social and political issues. A shortcoming of existing strategies for identifying fake news is their inability to learn a feature representation of multimodal (textual+visual) information. In this paper, we present a novel approach using a Cultural Algorithm with situational and normative knowledge to detect fake news using both text and images. An extensive set of experiments have been carried out on real-world multimedia datasets collected from Weibo and Twitter. The proposed method outperforms the state-of-the-art methods for identifying fake news in terms of accuracy by 9% on average.","2020","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Sentiment Analysis and Opinion Mining""]","[""T11147"", ""T11644"", ""T10664""]","Misinformation and Its Impacts","[""Computer science"", ""Normative"", ""Fake news"", ""Social media"", ""Situational ethics"", ""Set (abstract data type)"", ""Representation (politics)"", ""Situation awareness"", ""Feature (linguistics)"", ""Cultural issues"", ""Artificial intelligence"", ""Information retrieval"", ""Data science"", ""Politics"", ""Internet privacy"", ""World Wide Web"", ""Cultural diversity"", ""Psychology"", ""Sociology"", ""Political science"", ""Engineering"", ""Aerospace engineering"", ""Social psychology"", ""Anthropology"", ""Philosophy"", ""Law"", ""Linguistics"", ""Programming language""]"
"W4409283534","A systematic review of multimodal fake news detection on social media using deep learning models","The volume of data circulating from online sources is growing rapidly and comprises both reliable and unreliable information published through many different sources. Researchers are making plausible efforts to develop reliable methods for detecting and eliminating fake web news. Deep learning (DL) methods play a vital role in addressing various fake news detection problems and are found to perform better compared to conventional approaches, making them state-of-the-art in this field. This paper provides a comprehensive review and analysis of existent DL-based models for multimodal fake news detection, focusing on diverse aspects, including user profiles, news content, images, videos, and audio data. This study considered the latest articles within the last seven years, starting from 2018 to 2025, and about 963 quality articles were obtained from the journals and conferences selected for this study. Subsequently, 121 studies were chosen for our SLR after careful screening of the abstract and the full-text eligibility analysis. The findings showed that the Transformer models and Recurrent Neural Networks (RNNs) are the most popular deep learning techniques for detecting multimodal fake news, followed by the Convolutional Neural Networks (CNNs) techniques. The Twitter and Weibo datasets are the two most frequently used standard datasets, and the most frequently used metrics to evaluate the performance of these models are the accuracy, precision, recall, and F-scores. In conclusion, the limitations of the current methods were summarized and some exciting possibilities for future research were highlighted, including designing robust multilingual fake news detection systems, hybridization of deep learning models to enhance detection accuracy, integration of explainable AI (XAI), and facilitating real-time fake news detection models.","2025","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Sentiment Analysis and Opinion Mining""]","[""T11147"", ""T11644"", ""T10664""]","Misinformation and Its Impacts","[""Social media"", ""Fake news"", ""Deep learning"", ""Computer science"", ""Data science"", ""Artificial intelligence"", ""Internet privacy"", ""World Wide Web""]"
"W4312433629","Evaluation of Fake News Detection with Knowledge-Enhanced Language Models","Recent advances in fake news detection have exploited the success of large-scale pre-trained language models (PLMs). The predominant state-of-the-art approaches are based on fine-tuning PLMs on labelled fake news datasets. However, large-scale PLMs are generally not trained on structured factual data and hence may not possess priors that are grounded in factually accurate knowledge. The use of existing knowledge bases (KBs) with rich human-curated factual information has thus the potential to make fake news detection more effective and robust. In this paper, we investigate the impact of knowledge integration into PLMs for fake news detection. We study several state-of-the-art approaches for knowledge integration, mostly using Wikidata as KB, on two popular fake news datasets - LIAR, a politics-based dataset, and COVID-19, a dataset of messages posted on social media relating to the COVID-19 pandemic. Our experiments show that knowledge-enhanced models can significantly improve fake news detection on LIAR where the KB is relevant and up-to-date. The mixed results on COVID-19 highlight the reliance on stylistic features and the importance of domain specific and current KBs. The code is available at https://github.com/chenxwh/fake-news-detection.","2022","[""Misinformation and Its Impacts"", ""Hate Speech and Cyberbullying Detection"", ""Topic Modeling""]","[""T11147"", ""T12262"", ""T10028""]","Misinformation and Its Impacts","[""Computer science"", ""Social media"", ""Fake news"", ""Domain (mathematical analysis)"", ""Domain knowledge"", ""Data science"", ""Language model"", ""Prior probability"", ""Artificial intelligence"", ""Information retrieval"", ""World Wide Web"", ""Internet privacy"", ""Bayesian probability"", ""Mathematics"", ""Mathematical analysis""]"
"W3154941836","Comparison of Fake News Detection using Machine Learning and Deep Learning Techniques","Fake news has spread widely on the Web in recent years due to the massive amount of information exchanged on digital media. This has motivates our study to determine the best-performing model among two Machine Learning models: Naïve Bayes (NB), Support Vector Machine (SVM), and three Deep Learning models: Long Short-Term Memory (LSTM), Neural Network with Keras (NN-Keras), and Neural Network with TensorFlow (NN-TF). We examined five models using two different English language news datasets. The performance of the models was evaluated using four metrics; accuracy, precision, recall and F1-score. The obtained results showed that deep learning models had achieved better accuracy than traditional ML models. The LSTM model has outperformed all other models examined. It achieved an average accuracy of 94.21%. The NN-Keras has also produced a good performance with an average accuracy of 92.99%. The words' order carries critical information and plays a significant role in the fake news classification, where our LSTM makes a prediction based on this.","2021","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Sentiment Analysis and Opinion Mining""]","[""T11147"", ""T11644"", ""T10664""]","Misinformation and Its Impacts","[""Artificial intelligence"", ""Computer science"", ""Support vector machine"", ""Machine learning"", ""Deep learning"", ""Artificial neural network"", ""Naive Bayes classifier"", ""Recall"", ""Precision and recall"", ""F1 score"", ""Natural language processing"", ""Linguistics"", ""Philosophy""]"
"W4402671673","Event-Radar: Event-driven Multi-View Learning for Multimodal Fake News Detection","The swift detection of multimedia fake news has emerged as a crucial task in combating malicious propaganda and safeguarding the security of the online environment.While existing methods have achieved commendable results in modeling entity-level inconsistency, addressing event-level inconsistency following the inherent subject-predicate logic of news and robustly learning news representations from poorquality news samples remain two challenges.In this paper, we propose an Event-dRiven fAke news Detection frAmewoRk (Event-Radar) based on multi-view learning, which integrates visual manipulation, textual emotion and multimodal inconsistency at event-level for fake news detection.Specifically, leveraging the capability of graph structures to capture interactions between events and parameters, Event-Radar captures event-level multimodal inconsistency by constructing an event graph that includes multimodal entity subject-predicate logic.Additionally, to mitigate the interference of poor-quality news, Event-Radar introduces a multi-view fusion mechanism, learning comprehensive and robust representations by computing the credibility of each view as a clue, thereby detecting fake news.Extensive experiments demonstrate that Event-Radar achieves outstanding performance on three large-scale fake news detection benchmarks.Our studies also confirm that Event-Radar exhibits strong robustness, providing a paradigm for detecting fake news from noisy news samples.","2024","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Advanced Malware Detection Techniques""]","[""T11147"", ""T11644"", ""T11241""]","Misinformation and Its Impacts","[""Computer science"", ""Event (particle physics)"", ""Radar"", ""Artificial intelligence"", ""Telecommunications"", ""Quantum mechanics"", ""Physics""]"
"W4295948383","Fake news detection on Twitter","Purpose Owing to the increased accessibility of internet and related technologies, more and more individuals across the globe now turn to social media for their daily dose of news rather than traditional news outlets. With the global nature of social media and hardly any checks in place on posting of content, exponential increase in spread of fake news is easy. Businesses propagate fake news to improve their economic standing and influencing consumers and demand, and individuals spread fake news for personal gains like popularity and life goals. The content of fake news is diverse in terms of topics, styles and media platforms, and fake news attempts to distort truth with diverse linguistic styles while simultaneously mocking true news. All these factors together make fake news detection an arduous task. This work tried to check the spread of disinformation on Twitter. Design/methodology/approach This study carries out fake news detection using user characteristics and tweet textual content as features. For categorizing user characteristics, this study uses the XGBoost algorithm. To classify the tweet text, this study uses various natural language processing techniques to pre-process the tweets and then apply a hybrid convolutional neural network–recurrent neural network (CNN-RNN) and state-of-the-art Bidirectional Encoder Representations from Transformers (BERT) transformer. Findings This study uses a combination of machine learning and deep learning approaches for fake news detection, namely, XGBoost, hybrid CNN-RNN and BERT. The models have also been evaluated and compared with various baseline models to show that this approach effectively tackles this problem. Originality/value This study proposes a novel framework that exploits news content and social contexts to learn useful representations for predicting fake news. This model is based on a transformer architecture, which facilitates representation learning from fake news data and helps detect fake news easily. This study also carries out an investigative study on the relative importance of content and social context features for the task of detecting false news and whether absence of one of these categories of features hampers the effectiveness of the resultant system. This investigation can go a long way in aiding further research on the subject and for fake news detection in the presence of extremely noisy or unusable data.","2022","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Advanced Malware Detection Techniques""]","[""T11147"", ""T11644"", ""T11241""]","Misinformation and Its Impacts","[""Computer science"", ""Social media"", ""Popularity"", ""Convolutional neural network"", ""Globe"", ""Artificial intelligence"", ""Recurrent neural network"", ""Fake news"", ""Sentiment analysis"", ""Disinformation"", ""Deep learning"", ""Internet privacy"", ""Machine learning"", ""World Wide Web"", ""Artificial neural network"", ""Social psychology"", ""Psychology"", ""Ophthalmology"", ""Medicine""]"
"W4385572054","Faking Fake News for Real Fake News Detection: Propaganda-Loaded Training Data Generation","Despite recent advances in detecting fake news generated by neural models, their results are not readily applicable to effective detection of human-written disinformation. What limits the successful transfer between them is the sizable gap between machine-generated fake news and human-authored ones, including the notable differences in terms of style and underlying intent. With this in mind, we propose a novel framework for generating training examples that are informed by the known styles and strategies of human-authored propaganda. Specifically, we perform self-critical sequence training guided by natural language inference to ensure the validity of the generated articles, while also incorporating propaganda techniques, such as appeal to authority and loaded language. In particular, we create a new training dataset, PropaNews, with 2,256 examples, which we release for future use. Our experimental results show that fake news detectors trained on PropaNews are better at detecting human-written disinformation by 3.62–7.69% F1 score on two public datasets.","2023","[""Misinformation and Its Impacts"", ""Hate Speech and Cyberbullying Detection"", ""Advanced Malware Detection Techniques""]","[""T11147"", ""T12262"", ""T11241""]","Misinformation and Its Impacts","[""Disinformation"", ""Fake news"", ""Computer science"", ""Inference"", ""Artificial intelligence"", ""Appeal"", ""Natural language processing"", ""Data science"", ""Social media"", ""Internet privacy"", ""World Wide Web"", ""Political science"", ""Law""]"
"W4387682030","Knowledge Graph Enhanced Heterogeneous Graph Neural Network for Fake News Detection","The rapid proliferation of online fake news has caused confusion and social panic, underscoring the urgency of effective detection. Although tremendous research effort has been devoted to extracting semantic information from news pieces and detecting fake news regarding their linguistic characteristics, the abundant factual information in Knowledge graphs (KGs) has yet to be explored. There remain two significant challenges to utilizing KGs for fake news detection: 1) The unknown relation between existing knowledge and news content, and 2) fusing characters of fake news from both KGs and news content inherently requires balancing the contributions of these resources, but no prior domain knowledge is available. Therefore, we propose KEHGNN-FD, a novel KG-enhanced Heterogeneous Graph Neural Network, to unleash the power of KGs for fake news detection. We model news content, topics, and entities as a heterogeneous graph and use graph attention to learn high-level news representations by adaptively aggregating neighboring information from the heterogeneous graph and ground-truth KG entities (i.e., Wikidata). Finally, we train a semi-supervised detector to label news as fake or true. Extensive experiments on four fake news datasets show the superiority of KEHGNN-FD over seven baselines regarding accuracy, precision, recall, F1-score, and ROC. The ablation study further validates the efficacy of the KG for fake news detection as well as KEHGNN-FD’s components.","2023","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Sentiment Analysis and Opinion Mining""]","[""T11147"", ""T11644"", ""T10664""]","Misinformation and Its Impacts","[""Computer science"", ""Graph"", ""Artificial neural network"", ""Graph theory"", ""Artificial intelligence"", ""Theoretical computer science"", ""Mathematics"", ""Combinatorics""]"
"W3120941388","Going Viral: How Fear, Socio-Cognitive Polarization and Problem-Solving Influence Fake News Detection and Proliferation During COVID-19 Pandemic","In times of uncertainty, people often seek out information to help alleviate fear, possibly leaving them vulnerable to false information. During the COVID-19 pandemic, we attended to a viral spread of incorrect and misleading information that compromised collective actions and public health measures to contain the spread of the disease. We investigated the influence of fear of COVID-19 on social and cognitive factors including believing in fake news, bullshit receptivity, overclaiming, and problem-solving—within two of the populations that have been severely hit by COVID-19: Italy and the United States of America. To gain a better understanding of the role of misinformation during the early height of the COVID-19 pandemic, we also investigated whether problem-solving ability and socio-cognitive polarization were associated with believing in fake news. Results showed that fear of COVID-19 is related to seeking out information about the virus and avoiding infection in the Italian and American samples, as well as a willingness to share real news (COVID and non-COVID-related) headlines in the American sample. However, fear positively correlated with bullshit receptivity, suggesting that the pandemic might have contributed to creating a situation where people were pushed toward pseudo-profound existential beliefs. Furthermore, problem-solving ability was associated with correctly discerning real or fake news, whereas socio-cognitive polarization was the strongest predictor of believing in fake news in both samples. From these results, we concluded that a construct reflecting cognitive rigidity, neglecting alternative information, and black-and-white thinking negatively predicts the ability to discern fake from real news. Such a construct extends also to reasoning processes based on thinking outside the box and considering alternative information such as problem-solving.","2021","[""Misinformation and Its Impacts"", ""Psychology of Moral and Emotional Judgment"", ""Media Influence and Health""]","[""T11147"", ""T12520"", ""T12214""]","Misinformation and Its Impacts","[""Misinformation"", ""Pandemic"", ""Cognition"", ""Psychology"", ""Coronavirus disease 2019 (COVID-19)"", ""Social psychology"", ""Polarization (electrochemistry)"", ""Coping (psychology)"", ""Fake news"", ""Political science"", ""Sociology"", ""Medicine"", ""Clinical psychology"", ""Infectious disease (medical specialty)"", ""Media studies"", ""Disease"", ""Neuroscience"", ""Pathology"", ""Chemistry"", ""Law"", ""Physical chemistry""]"
"W3029739632","BRENDA: Browser Extension for Fake News Detection","Misinformation such as fake news has drawn a lot of attention in recent years. It has serious consequences on society, politics and economy. This has lead to a rise of manually fact-checking websites such as Snopes and Politifact. However, the scale of misinformation limits their ability for verification. In this demonstration, we propose BRENDA a browser extension which can be used to automate the entire process of credibility assessments of false claims. Behind the scenes BRENDA uses a tested deep neural network architecture to automatically identify fact check worthy claims and classifies as well as presents the result along with evidence to the user. Since BRENDA is a browser extension, it facilities fast automated fact checking for the end user without having to leave the Webpage.","2020","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Hate Speech and Cyberbullying Detection""]","[""T11147"", ""T11644"", ""T12262""]","Misinformation and Its Impacts","[""Misinformation"", ""Computer science"", ""Credibility"", ""Extension (predicate logic)"", ""Process (computing)"", ""Fake news"", ""World Wide Web"", ""Scale (ratio)"", ""False accusation"", ""Computer security"", ""Disinformation"", ""Key (lock)"", ""Architecture"", ""Artificial intelligence"", ""Data science"", ""Information retrieval"", ""Feature (linguistics)"", ""The Internet"", ""Internet privacy""]"
"W4205223846","Inter-modality Discordance for Multimodal Fake News Detection","The paradigm shift in the consumption of news via online platforms has cultivated the growth of digital journalism. Contrary to traditional media, lowering entry barriers and enabling everyone to be part of content creation have disabled the concept of centralized gatekeeping in digital journalism. This in turn has triggered the production of fake news. Current studies have made a significant effort towards multimodal fake news detection with less emphasis on exploring the discordance between the different multimedia present in a news article. We hypothesize that fabrication of either modality will lead to dissonance between the modalities, and resulting in misrepresented, misinterpreted and misleading news. In this paper, we inspect the authenticity of news coming from online media outlets by exploiting relationship (discordance) between the textual and multiple visual cues. We develop an inter-modality discordance based fake news detection framework to achieve the goal. The modal-specific discriminative features are learned, employing the cross-entropy loss and a modified version of contrastive loss that explores the inter-modality discordance. To the best of our knowledge, this is the first work that leverages information from different components of the news article (i.e., headline, body, and multiple images) for multimodal fake news detection. We conduct extensive experiments on the real-world datasets to show that our approach outperforms the state-of-the-art by an average F1-score of 6.3%.","2021","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Advanced Malware Detection Techniques""]","[""T11147"", ""T11644"", ""T11241""]","Misinformation and Its Impacts","[""Computer science"", ""Modality (human–computer interaction)"", ""Modalities"", ""Headline"", ""Digital media"", ""Closed captioning"", ""Journalism"", ""Multimedia"", ""Artificial intelligence"", ""Data science"", ""World Wide Web"", ""Advertising"", ""Sociology"", ""Business"", ""Social science"", ""Image (mathematics)""]"
"W4404018961","Ensemble based high performance deep learning models for fake news detection","Social media has emerged as a dominant platform where individuals freely share opinions and communicate globally. Its role in disseminating news worldwide is significant due to its easy accessibility. However, the increase in the use of these platforms presents severe risks for potentially misleading people. Our research aims to investigate different techniques within machine learning, deep learning, and ensemble learning frameworks in Arabic fake news detection. We integrated FastText word embeddings with various machine learning and deep learning methods. We then leveraged advanced transformer-based models, including BERT, XLNet, and RoBERTa, optimizing their performance through careful hyperparameter tuning. The research methodology involves utilizing two Arabic news article datasets, AFND and ARABICFAKETWEETS datasets, categorized into fake and real subsets and applying comprehensive preprocessing techniques to the text data. Four hybrid deep learning models are presented: CNN-LSTM, RNN-CNN, RNN-LSTM, and Bi-GRU-Bi-LSTM. The Bi-GRU-Bi-LSTM model demonstrated superior performance regarding the F1 score, accuracy, and loss metrics. The precision, recall, F1 score, and accuracy of the hybrid Bi-GRU-Bi-LSTM model on the AFND Dataset are 0.97, 0.97, 0.98, and 0.98, and on the ARABICFAKETWEETS dataset are 0.98, 0.98, 0.99, and 0.99 respectively. The study's primary conclusion is that when spotting fake news in Arabic, the Bi-GRU-Bi-LSTM model outperforms other models by a significant margin. It significantly aids the global fight against false information by setting the stage for future research to expand fake news detection to multiple languages.","2024","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Sentiment Analysis and Opinion Mining""]","[""T11147"", ""T11644"", ""T10664""]","Misinformation and Its Impacts","[""Computer science"", ""Artificial intelligence"", ""Deep learning"", ""Machine learning"", ""Hyperparameter"", ""Margin (machine learning)"", ""Preprocessor"", ""Arabic"", ""Social media"", ""Ensemble learning"", ""Keyword spotting"", ""Word embedding"", ""F1 score"", ""Natural language processing"", ""World Wide Web"", ""Philosophy"", ""Linguistics"", ""Embedding""]"
"W4385691105","Semantic graph based topic modelling framework for multilingual fake news detection","Fake news detection is one of the most alluring problems that has grabbed the interest of Machine Learning (ML) and Natural Language Processing (NLP) experts in recent years. The majority of existing studies on detecting fake news are written in English, restricting its application outside the English-speaking population. The lack of annotated corpora and technologies makes it difficult to identify false news in the scenario of low-resource languages, despite the growth in multilingual web content. Moreover, existing works cannot collect more semantic and contextual characteristics from documents in a particular multilingual text corpus. To bridge up these challenges and deal with the multilingual fake news detection challenge, we develop a new semantic graph attention-based representation learning framework to extract structural and semantic representations of texts. Our experiments on TALLIP fake news datasets showed that the classification performance had been significantly enhanced, ranging from 1% to 7% in terms of accuracy metric, and our proposed framework outperformed the state-of-the-art techniques for the multilingual fake news detection task.","2023","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Topic Modeling""]","[""T11147"", ""T11644"", ""T10028""]","Misinformation and Its Impacts","[""Computer science"", ""Natural language processing"", ""Artificial intelligence"", ""Graph"", ""Representation (politics)"", ""Information retrieval"", ""Politics"", ""Political science"", ""Law"", ""Theoretical computer science""]"
"W4210845174","Fake News Detection Using XLNet Fine-Tuning Model","In recent years, the traditional way of getting news from a Television, news paper, or national newscast is gone. Today, online social media provides the fastest news content for people. This, however, brings about the problem of fake news. In fact, fake news detection is one of the challenging tasks in natural language processing to differentiate between real (or true) and fake (or false) news content. In this paper, we propose an XLNet fine-tuning model to predict fake news in a multi-class and binary class problem. Our results show that the proposed XLNet model comparatively achieves a better result than the existing state-of-the-art models.","2021","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Topic Modeling""]","[""T11147"", ""T11644"", ""T10028""]","Misinformation and Its Impacts","[""Computer science"", ""Fake news"", ""Class (philosophy)"", ""Social media"", ""News media"", ""Internet privacy"", ""Artificial intelligence"", ""Advertising"", ""World Wide Web"", ""Business""]"
"W3212788180","Dataset of Fake News Detection and Fact Verification: A Survey","The rapid increase in fake news, which causes significant damage to society, triggers many fake news related studies, including the development of fake news detection and fact verification techniques. The resources for these studies are mainly available as public datasets taken from Web data. We surveyed 118 datasets related to fake news research on a large scale from three perspectives: (1) fake news detection, (2) fact verification, and (3) other tasks; for example, the analysis of fake news and satire detection. We also describe in detail their utilization tasks and their characteristics. Finally, we highlight the challenges in the fake news dataset construction and some research opportunities that address these challenges. Our survey facilitates fake news research by helping researchers find suitable datasets without reinventing the wheel, and thereby, improves fake news studies in depth.","2021","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Advanced Malware Detection Techniques""]","[""T11147"", ""T11644"", ""T11241""]","Misinformation and Its Impacts","[""Fake news"", ""Computer science"", ""Data science"", ""Internet privacy"", ""World Wide Web""]"
"W4312891395","A Brief Survey for Fake News Detection via Deep Learning Models","Social networks have become indispensable in people's lives. Despite the conveniences brought by social networks, the fake news on those online platforms also induces negative impacts and losses for users. With the development of deep learning technologies, detecting fake news in a data-driven manner has attracted great attention. In this paper, we give a brief survey that discusses the recent development of deep learning methods in fake news detection. Compared with previous surveys, we focus on the different data structures instead of the models they used to process those data. We give a new taxonomy that categorizes current models into the following three parts: models that formulate fake news detection as text classification, models that formulate fake news detection as graph classification, and models that formulate fake news detection as hybrid classification. The advantages and drawbacks of those methods are also discussed.","2022","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Advanced Malware Detection Techniques""]","[""T11147"", ""T11644"", ""T11241""]","Misinformation and Its Impacts","[""Computer science"", ""Fake news"", ""Deep learning"", ""Focus (optics)"", ""Data science"", ""Process (computing)"", ""Artificial intelligence"", ""Social media"", ""Taxonomy (biology)"", ""Graph"", ""Machine learning"", ""World Wide Web"", ""Internet privacy"", ""Theoretical computer science"", ""Biology"", ""Optics"", ""Physics"", ""Botany"", ""Operating system""]"
"W4402595035","Integration of NLP and Deep Learning for Automated Fake News Detection","In today’s digital era, the widespread issue of fake news significantly undermines the credibility of information, highlighting the need for sophisticated detection methods. This study explores into the use of Natural Language Processing (NLP) and Deep Learning to automate the identification of fake news. The study evaluates several neural network architectures, including Convolutional Neural Networks (CNN), Long Short-Term Memory networks (LSTM), Bidirectional LSTM, Artificial Neural Networks (ANN), and a combined CNN+Bidirectional LSTM model. Our extensive testing revealed that the hybrid CNN+Bidirectional LSTM model stands out, achieving an impressive accuracy of 98.13%. This model effectively merges the convolutional layers that extract features with bidirectional LSTM layers that capture temporal dependencies, thus improving its ability to detect subtle textual indications of fake news. The study advances the field of fake news detection by empirically demonstrating the superior performance of specific model combinations, offering crucial insights for developing more robust and precise systems to tackle the ongoing issue of misinformation on digital platforms.","2024","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection""]","[""T11147"", ""T11644""]","Misinformation and Its Impacts","[""Computer science"", ""Artificial intelligence"", ""Natural language processing"", ""Fake news"", ""Deep learning"", ""Internet privacy""]"
"W4394565167","Fake News Detection using Python and Machine Learning","In an era dominated by digital information, the unchecked proliferation of false information poses a critical threat. This has motivated to study for techniques which can tackle issues related to it, and hence the study uses machine learning algorithms to detect fake news. By systematically exploring and evaluating various machine learning models, the research enhances decision-making, fortifies information integrity and addresses the adverse impacts of misinformation on a broader scale. Going beyond mere algorithmic efficacy, the study introduces a multifaceted approach by using evaluation metrics like precision and accuracy. This strategic analysis identifies the optimal machine learning algorithm for classifying articles as real or fake news. The contents covered by the study include literature review, dataset selection, data preprocessing and cleaning, vectorization, model and metric selection, model training, optimization and evaluation. The study extends its impact beyond technical proficiency, actively contributing to bolstering trust across media, democratic processes, and ensuring content authenticity. This inclusive approach benefits a wide array of stakeholders including news organizations, social media platforms and government entities. Through rigorous evaluation, the study significantly enhances information credibility, providing a countermeasure against the growing threat of misinformation.","2024","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Advanced Malware Detection Techniques""]","[""T11147"", ""T11644"", ""T11241""]","Misinformation and Its Impacts","[""Computer science"", ""Python (programming language)"", ""Artificial intelligence"", ""Machine learning"", ""Programming language""]"
"W4389584525","An Emotion-Aware Approach for Fake News Detection","Social media has gradually become the main medium for news transmission. Rumors and real information are mixed on social platforms, which will have certain impact on social order and public psychology. To solve this problem, many fake news detection models based on content and propagation path have been proposed. However, most previous methods do not consider the emotional information contained in the news. Therefore, we propose a novel framework for detecting fake news, which leverages graph neural network to jointly model the content, emotional information and propagation structure of news conversations. Also, in order to use emotion to amplify the spread of fake news, we propose an edge-aware method to enhance the news graph representation. The experimental results indicate that our model achieves state-of-the-art performance on various fake news detection tasks.","2023","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Complex Network Analysis Techniques""]","[""T11147"", ""T11644"", ""T10064""]","Misinformation and Its Impacts","[""Computer science"", ""Representation (politics)"", ""Social media"", ""Fake news"", ""Graph"", ""Enhanced Data Rates for GSM Evolution"", ""News media"", ""Artificial intelligence"", ""Internet privacy"", ""Theoretical computer science"", ""World Wide Web"", ""Advertising"", ""Politics"", ""Political science"", ""Business"", ""Law""]"
"W3157322670","Fake News Detection Using Content-Based Features and Machine Learning","The problem of fake news is a complex problem and is accompanied with social and economic ramifications. Targeted individuals and entities may lose trustworthiness, credibility and ultimately, suffer from reputation damages to their brand. Economically, an individual or brand may see fluctuations in revenue streams. In addition, the complex nature of the human language makes the problem of fake news a complex problem to solve for currently available computational remedies. The fight against the spread of fake news is a multi-disciplinary effort that will require research, collaboration and rapid development of tools and paradigms aimed at understanding and combating false information dissemination. This study explores fake news detection techniques using machine learning technology. Using a feature set which captures article structure, readability, and the similarity between the title and body, we show such features can deliver promising results. In the experiment, we select 6 machine learning algorithms, namely, AdaBoost as AB, Decision Tree as DT, K-Nearest Neighbour as KNN, Random Forest as RF, Support Vector Machine as SVM and XGBoost as XGB. To quantify a classifier's performance, we use the confusion matrix model and other performance metrics. Given the structure of the experiment, we show the Support Vector Machine classifier provided the best overall results.","2020","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Sentiment Analysis and Opinion Mining""]","[""T11147"", ""T11644"", ""T10664""]","Misinformation and Its Impacts","[""Computer science"", ""Machine learning"", ""Artificial intelligence"", ""Support vector machine"", ""Credibility"", ""Classifier (UML)"", ""Decision tree"", ""AdaBoost"", ""Sentiment analysis"", ""Reputation"", ""Random forest"", ""Sociology"", ""Social science"", ""Political science"", ""Law""]"
